            #N,      Size (kB),          cy/VL
           104,         0.8320,    18.48098500
           208,         1.6640,    10.13072800
           208,         1.6640,    10.12774800
           312,         2.4960,     7.06032200
           312,         2.4960,     7.05921600
           416,         3.3280,     5.73936800
           520,         4.1600,     4.72800200
           624,         4.9920,     4.06907200
           832,         6.6560,     3.32097100
           936,         7.4880,     3.06432300
          1144,         9.1520,     2.62560000
          1456,        11.6480,     2.27744800
          1768,        14.1440,     2.02096700
          2080,        16.6400,     1.84531800
          2496,        19.9680,     1.68561500
          3016,        24.1280,     1.55810800
          3640,        29.1200,     1.42595200
          4368,        34.9440,     1.34093900
          5304,        42.4320,     1.26404300
          6344,        50.7520,     1.20765100
          7592,        60.7360,     1.14378100
          9152,        73.2160,     1.86057100
         11024,        88.1920,     2.14319800
         13208,       105.6640,     2.12491600
         15912,       127.2960,     2.09245700
         19032,       152.2560,     2.07834200
         22880,       183.0400,     2.06587000
         27456,       219.6480,     2.05656100
         32968,       263.7440,     2.04357900
         39624,       316.9920,     2.03550800
         47528,       380.2240,     2.02433200
         56992,       455.9360,     2.02307100
         68432,       547.4560,     2.02010300
         82160,       657.2800,     2.01341100
         98592,       788.7360,     2.00480100
        118352,       946.8160,     2.00562900
        142064,      1136.5120,     2.01499100
        170456,      1363.6480,     2.01142900
        204568,      1636.5440,     2.00928800
        245440,      1963.5200,     2.00788500
        294528,      2356.2240,     2.00670300
        353496,      2827.9680,     2.00577600
        424216,      3393.7280,     2.00319900
        508976,      4071.8080,     2.00470600
        610792,      4886.3360,     2.06104300
        732992,      5863.9360,     2.48901500
        879632,      7037.0560,     2.64853100
       1055496,      8443.9680,     2.65190200
       1266616,     10132.9280,     2.53008000
       1519960,     12159.6800,     2.54980100
       1824056,     14592.4480,     2.54974800
       2188784,     17510.2720,     2.54900000
       2626624,     21012.9920,     2.54949100
       3151928,     25215.4240,     2.54843300
       3782272,     30258.1760,     2.54836700
       4538768,     36310.1440,     2.54838300
       5446584,     43572.6720,     2.54733600
       6535880,     52287.0400,     2.55102000
       7843056,     62744.4480,     2.55651800
       9411688,     75293.5040,     2.70553400
      11294088,     90352.7040,     2.82340100
      13552864,    108422.9120,     2.82419700
      16263416,    130107.3280,     2.82509500
      19516120,    156128.9600,     2.82471000
      23419448,    187355.5840,     2.82445100
      28103296,    224826.3680,     2.82366900
      33723976,    269791.8080,     2.82351900
      40468792,    323750.3360,     2.82544600
      48562592,    388500.7360,     2.82514300
      58275048,    466200.3840,     2.82347900
