            #N,      Size (kB),          cy/VL
           144,         1.1520,     1.11228200
           216,         1.7280,     1.04905200
           288,         2.3040,     1.05675800
           288,         2.3040,     1.05707800
           360,         2.8800,     0.94544000
           432,         3.4560,     0.94553200
           576,         4.6080,     0.88988000
           648,         5.1840,     0.89013800
           792,         6.3360,     0.86468300
          1008,         8.0640,     0.86590600
          1224,         9.7920,     0.84421300
          1440,        11.5200,     1.00649900
          1728,        13.8240,     0.97988700
          2088,        16.7040,     0.94723200
          2520,        20.1600,     0.92472200
          3024,        24.1920,     0.91397200
          3672,        29.3760,     0.89631100
          4392,        35.1360,     0.88076500
          5328,        42.6240,     0.86727300
          6336,        50.6880,     0.86120600
          7632,        61.0560,     0.85314200
          9216,        73.7280,     1.64868600
         11016,        88.1280,     2.00900300
         13248,       105.9840,     1.98505800
         15912,       127.2960,     1.97506500
         19080,       152.6400,     1.97429700
         22896,       183.1680,     1.96414600
         27504,       220.0320,     1.96246400
         32976,       263.8080,     1.96051400
         39600,       316.8000,     1.95394800
         47520,       380.1600,     1.94995800
         57024,       456.1920,     1.94641900
         68472,       547.7760,     1.94892100
         82152,       657.2160,     1.94592100
         98640,       789.1200,     1.94773700
        118368,       946.9440,     1.94586500
        142056,      1136.4480,     1.95846600
        170424,      1363.3920,     1.95807300
        204552,      1636.4160,     1.95654800
        245448,      1963.5840,     1.95587000
        294552,      2356.4160,     1.95532400
        353448,      2827.5840,     1.95603800
        424152,      3393.2160,     1.95618000
        509040,      4072.3200,     2.01535500
        610848,      4886.7840,     2.24471200
        733032,      5864.2560,     2.39093900
        879624,      7036.9920,     2.69255000
       1055520,      8444.1600,     2.69958800
       1266696,     10133.5680,     2.72620900
       1519992,     12159.9360,     2.67012500
       1824048,     14592.3840,     2.66977700
       2188872,     17510.9760,     2.66990700
       2626632,     21013.0560,     2.67030600
       3151944,     25215.5520,     2.66936700
       3782304,     30258.4320,     2.66960500
       4538808,     36310.4640,     2.67031100
       5446584,     43572.6720,     2.67061900
       6535872,     52286.9760,     2.67217500
       7843104,     62744.8320,     2.67540800
       9411696,     75293.5680,     2.82864300
      11294064,     90352.5120,     2.95285500
      13552920,    108423.3600,     2.95334600
      16263504,    130108.0320,     2.95177600
      19516176,    156129.4080,     2.95201100
      23419440,    187355.5200,     2.95237600
      28103328,    224826.6240,     2.95143500
      33724008,    269792.0640,     2.95099000
      40468824,    323750.5920,     2.95069200
      48562560,    388500.4800,     2.95095000
      58275072,    466200.5760,     2.95184300
