            #N,      Size (kB),          cy/VL
           112,         1.7920,     1.93118600
           224,         3.5840,     1.72146200
           224,         3.5840,     1.72023900
           336,         5.3760,     1.60896300
           336,         5.3760,     1.60887300
           448,         7.1680,     1.74688100
           560,         8.9600,     1.63520100
           672,        10.7520,     1.62429100
           784,        12.5440,     1.84332300
          1008,        16.1280,     1.61875100
          1232,        19.7120,     1.79830900
          1456,        23.2960,     1.61473100
          1680,        26.8800,     1.76813400
          2128,        34.0480,     1.86525000
          2464,        39.4240,     1.60647800
          3024,        48.3840,     1.60533000
          3696,        59.1360,     1.61408700
          4368,        69.8880,     3.92337500
          5264,        84.2240,     4.68425600
          6384,       102.1440,     4.86418300
          7616,       121.8560,     4.82308500
          9184,       146.9440,     4.64230800
         10976,       175.6160,     4.57786000
         13216,       211.4560,     4.72191700
         15904,       254.4640,     4.54601000
         19040,       304.6400,     4.53396400
         22848,       365.5680,     4.51523300
         27440,       439.0400,     4.50567900
         33040,       528.6400,     4.50733800
         39648,       634.3680,     4.49173500
         47488,       759.8080,     4.48864000
         57008,       912.1280,     4.48648600
         68432,      1094.9120,     4.50835200
         82208,      1315.3280,     4.50461400
         98560,      1576.9600,     4.50176200
        118384,      1894.1440,     4.49875100
        142016,      2272.2560,     4.49707100
        170464,      2727.4240,     4.49401100
        204512,      3272.1920,     4.54528000
        245392,      3926.2720,     4.68268500
        294560,      4712.9600,     4.85618000
        353472,      5655.5520,     5.26958600
        424144,      6786.3040,     5.26726600
        509040,      8144.6400,     5.88244900
        610848,      9773.5680,     5.93319400
        733040,     11728.6400,     6.00335500
        879648,     14074.3680,     6.00739000
       1055488,     16887.8080,     6.07258200
       1266608,     20265.7280,     6.07896600
       1519952,     24319.2320,     6.07429500
       1824032,     29184.5120,     6.07512600
       2188816,     35021.0560,     6.07014600
       2626624,     42025.9840,     6.07535200
       3151904,     50430.4640,     6.08592800
       3782352,     60517.6320,     6.08835900
       4538800,     72620.8000,     6.34335300
       5446560,     87144.9600,     6.57784400
       6535872,    104573.9520,     6.70963000
       7843024,    125488.3840,     6.70456300
       9411696,    150587.1360,     6.70126400
      11294080,    180705.2800,     6.70080500
      13552896,    216846.3360,     6.69548100
      16263408,    260214.5280,     6.69494200
      19516112,    312257.7920,     6.69628700
      23419424,    374710.7840,     6.69376600
      28103264,    449652.2240,     6.69366900
      33723984,    539583.7440,     6.69164500
      40468736,    647499.7760,     6.70367900
      48562528,    777000.4480,     6.70769100
      58275056,    932400.8960,     6.70858500
