          #n_i,            n_j,            lup,      Size (kB),          cy/VL
             3,             56,             54,         2.6880,    10.07949100
             3,             56,             54,         2.6880,    10.08401900
             3,             56,             54,         2.6880,    10.08296300
             3,             56,             54,         2.6880,    10.08445300
             3,            112,            110,         5.3760,     8.61826400
             3,            112,            110,         5.3760,     8.61728400
             3,            168,            166,         8.0640,     7.74077800
             3,            224,            222,        10.7520,     7.36827900
             3,            224,            222,        10.7520,     7.36842200
             3,            280,            278,        13.4400,     7.08055900
             3,            392,            390,        18.8160,     6.94610600
             3,            448,            446,        21.5040,     6.69833500
             3,            560,            558,        26.8800,     6.56833400
             3,            672,            670,        32.2560,     6.70402900
             3,            784,            782,        37.6320,     6.42947900
             3,            952,            950,        45.6960,     6.58738300
             3,           1176,           1174,        56.4480,     6.37993300
             3,           1400,           1398,        67.2000,     6.26297700
             3,           1680,           1678,        80.6400,     8.06920100
             3,           2016,           2014,        96.7680,     6.81865500
             3,           2408,           2406,       115.5840,     9.14040700
             3,           2912,           2910,       139.7760,     9.15095300
             3,           3472,           3470,       166.6560,     9.72872900
             3,           4200,           4198,       201.6000,     8.94493100
             3,           5040,           5038,       241.9200,     9.12012100
             3,           6048,           6046,       290.3040,     8.97289200
             3,           7280,           7278,       349.4400,     9.15497000
             3,           8736,           8734,       419.3280,     8.77521000
             3,          10472,          10470,       502.6560,     8.88069600
             3,          12600,          12598,       604.8000,     8.69991500
             3,          15120,          15118,       725.7600,     8.71521200
             3,          18144,          18142,       870.9120,     8.61894700
             3,          21784,          21782,      1045.6320,     8.62583000
             3,          26152,          26150,      1255.2960,     8.62825300
             3,          31416,          31414,      1507.9680,     8.66156000
             3,          37688,          37686,      1809.0240,     8.60925200
             3,          45248,          45246,      2171.9040,     8.90761700
             3,          54264,          54262,      2604.6720,     8.60220500
             3,          65128,          65126,      3126.1440,     8.61041300
             3,          78176,          78174,      3752.4480,     8.55740400
             3,          93800,          93798,      4502.4000,     8.59274900
             3,         112616,         112614,      5405.5680,     8.61472200
             3,         135128,         135126,      6486.1440,     8.56929200
             3,         162120,         162118,      7781.7600,     8.93668200
             3,         194600,         194598,      9340.8000,     9.77330900
             3,         233520,         233518,     11208.9600,    11.14030800
             3,         280224,         280222,     13450.7520,    10.75539000
             3,         336224,         336222,     16138.7520,    10.15464500
             3,         403480,         403478,     19367.0400,    10.38132800
             3,         484176,         484174,     23240.4480,    10.27909700
             3,         581056,         581054,     27890.6880,    10.26182000
             3,         697256,         697254,     33468.2880,    10.26506800
             3,         836696,         836694,     40161.4080,    10.29434800
             3,        1004080,        1004078,     48195.8400,    10.34427200
             3,        1204896,        1204894,     57835.0080,    10.25798500
             3,        1445864,        1445862,     69401.4720,    10.04148300
             3,        1735048,        1735046,     83282.3040,    10.30308100
             3,        2082080,        2082078,     99939.8400,    10.31341200
             3,        2498496,        2498494,    119927.8080,    10.30452700
             3,        2998184,        2998182,    143912.8320,    10.62947800
             3,        3597832,        3597830,    172695.9360,    11.22985000
