            #N,      Size (kB),          cy/VL
           192,         1.5360,     1.62672800
           240,         1.9200,     1.47944600
           288,         2.3040,     1.40287200
           336,         2.6880,     1.38704400
           408,         3.2640,     1.29300500
           480,         3.8400,     1.78548600
           576,         4.6080,     1.68235300
           696,         5.5680,     1.57704500
           840,         6.7200,     1.48725800
          1032,         8.2560,     1.41271400
          1224,         9.7920,     1.35438000
          1488,        11.9040,     1.30314100
          1776,        14.2080,     1.26262200
          2136,        17.0880,     1.22632100
          2568,        20.5440,     1.19752600
          3072,        24.5760,     1.17425600
          3696,        29.5680,     1.15487300
          4440,        35.5200,     1.13838000
          5328,        42.6240,     1.12447100
          6384,        51.0720,     1.11474900
          7680,        61.4400,     1.37051200
          9216,        73.7280,     3.07753900
         11064,        88.5120,     3.94259800
         13272,       106.1760,     3.94020800
         15912,       127.2960,     3.90720000
         19104,       152.8320,     3.91897800
         22944,       183.5520,     3.90892700
         27528,       220.2240,     3.91701400
         33024,       264.1920,     3.91160500
         39648,       317.1840,     3.91520700
         47568,       380.5440,     3.90461200
         57072,       456.5760,     3.90382000
         68496,       547.9680,     3.90988500
         82200,       657.6000,     3.90477500
         98640,       789.1200,     3.90537300
        118392,       947.1360,     3.90253600
        142056,      1136.4480,     3.90814600
        170472,      1363.7760,     3.90042900
        204576,      1636.6080,     3.90787100
        245496,      1963.9680,     3.90254200
        294576,      2356.6080,     3.90288600
        353496,      2827.9680,     3.90334000
        424200,      3393.6000,     3.90377200
        509040,      4072.3200,     3.94923800
        610872,      4886.9760,     4.15794200
        733032,      5864.2560,     4.22062800
        879648,      7037.1840,     4.28388100
       1055568,      8444.5440,     4.28683500
       1266696,     10133.5680,     4.39862100
       1520040,     12160.3200,     4.33650500
       1824048,     14592.3840,     4.33360000
       2188872,     17510.9760,     4.33483700
       2626632,     21013.0560,     4.33525400
       3151968,     25215.7440,     4.33194600
       3782352,     30258.8160,     4.33311500
       4538832,     36310.6560,     4.33515700
       5446608,     43572.8640,     4.33330900
       6535920,     52287.3600,     4.33686500
       7843128,     62745.0240,     4.34506900
       9411744,     75293.9520,     4.45557700
      11294088,     90352.7040,     4.54956900
      13552920,    108423.3600,     4.54744400
      16263504,    130108.0320,     4.54874000
      19516200,    156129.6000,     4.54773400
      23419464,    187355.7120,     4.54718900
      28103352,    224826.8160,     4.54890900
      33724008,    269792.0640,     4.54912500
      40468824,    323750.5920,     4.54763500
      48562584,    388500.6720,     4.54885300
      58275120,    466200.9600,     4.54674500
